userName,score,at,content,Day,Month,Year,Hour,Minute,Sec
Yudistira Alstark,1,2024-08-11 07:50:08,Gembel aplikasi nya ganti email ajh ribet terus sesi chat dibatasi 5 menit terus proses melebihi 30 menit. Gblk bet yg bikin sistem,11,8,2024,7,50,8
Rizky Amanda,1,2024-08-11 02:47:08,Aplikasi ini sudah tepat nya penipuan bisa² nya saya daftar eh Mala saldo saya terpotong 250.000 mana untuk pembayaran katanya padahal bukan ada paket atau hutang saya APLIKASI TIDAK BAGUS SANGAT BURUK,11,8,2024,2,47,8
Akhmad Wahyono,5,2024-08-11 01:13:49,Susah sekali komplain,11,8,2024,1,13,49
WIWID Tox,1,2024-08-10 10:52:43,"paylaternya sudah tidak bisa digunakan lagi,padahal status aktif,,, males belanja",10,8,2024,10,52,43
Mashachika Kuze,5,2024-08-10 07:22:51,"Mitra bukalapak memang mantap Promonya banyak pilihan dan bagus bagus cs nya juga ramah Ketika saya ada kendala mereka selalu merspon dengan cepat dan ramah. Fiturnya dan produk yang di jual juga sudah lengkap sekali dan lebih terjangkau, untuk berjualan berbagai macam pembayaran digital terimakasih 👍😁👍",10,8,2024,7,22,51
yuda wahyudi,1,2024-08-10 07:19:59,Reseller yang tidak amanah masa konsumen yg tanggung biaya pengembalian barang,10,8,2024,7,19,59
myname isjou,5,2024-08-10 05:55:46,Gud,10,8,2024,5,55,46
Gunawan Djajapermana,5,2024-08-10 03:00:59,Semoga ga ada lapak2 yg nipu yah team Bukalapak SDH ketat men sortir para pelapaknya sehingga e-commerce Bukalapak menjadi pilihan terpercaya dan berkwalitas,10,8,2024,3,0,59
Fahmi Noer,1,2024-08-10 01:45:59,Metode pembayarannya berubah ubah gak jelas,10,8,2024,1,45,59
Yanuar Nur Rizki,5,2024-08-10 01:02:38,Best aplikasi,10,8,2024,1,2,38
Rendra Permana,5,2024-08-09 22:45:44,Mantap,9,8,2024,22,45,44
Yayang Solihin,5,2024-08-09 16:15:29,Sangat membantu skali dlm berbelanja,9,8,2024,16,15,29
Agus Muslim,5,2024-08-09 15:18:45,Ok,9,8,2024,15,18,45
Dwie Purnomo,1,2024-08-09 13:34:05,"Expedisi bukaexpress mahal,yg lebih menjengkelkan lambat pula,tidak sesuai estimasi pengiriman.",9,8,2024,13,34,5
Clara Abigail,5,2024-08-09 13:08:52,Top Marketplace,9,8,2024,13,8,52
Zaenal Abidin,1,2024-08-09 12:31:55,Ganti nama aja jadi bekulapak gk guna banyak sekali dompetnya gk ada yg bisa di pakai,9,8,2024,12,31,55
Slamet Hartanto,5,2024-08-09 08:29:39,bagus jos,9,8,2024,8,29,39
M Ib,1,2024-08-09 08:12:46,"Paylater udah ga bisa di gunakan, diskon dan bonus nya sedikit udah ga ada yang bisa di andalkan",9,8,2024,8,12,46
Hilmi Aripin,1,2024-08-09 06:25:52,"Jangan dwonlod, baru juga dwonlod udah susah login, apak aneh",9,8,2024,6,25,52
Ichal Roni,5,2024-08-09 04:49:37,"Trimakasih buka lapak.gimana pembayaran saya Ke rekening bukalapak itu????? Jgn di colong pak.sy miskin,tp sy berusaha jadi org jujur,jgn di monopoli.dgn kebodohan saya.klo anda org pinter cuma hanya ngakalin org bodoh saja,RUSAKLAH NEGARA INI.KARNA SUDAH TERLALU BANYAK ORG PINTER TP HANYA MINTERIN ORG ( NGERJAIN ORG BODOH ).",9,8,2024,4,49,37
Mhdariffin Ariffin,5,2024-08-09 02:46:20,Mepermudah kita bertransaksi,9,8,2024,2,46,20
andreflexindo segara,5,2024-08-09 01:11:24,Belum bisa pake playleter padahal udh aktip,9,8,2024,1,11,24
Ini Kacangku,1,2024-08-09 00:08:51,"Dari dulu selalu terkendala menghubungkan ke DANA. Pdahal akun dana aman. Tiap coba menghubungkan selalu ada notif ""belum terhubung silahkan coba lagi"" Yg gak punya rekening sprti sy agak susah metode pembayaran di apk ini.",9,8,2024,0,8,51
deli satria,4,2024-08-08 15:49:33,Oke,8,8,2024,15,49,33
lukas kahu,1,2024-08-08 15:04:03,Saya rubah karena prosedur komplain barang ga jelas dan ga ada care sama komplain saya yg notabene sering beli di aplikasi ini,8,8,2024,15,4,3
Ramadhan Ramadha,1,2024-08-08 13:06:18,Sungguh memalukan apa yg anda lakukan terhadap akun dana saya bos quh🙏😡😡kalau anda meminta uang secara baik2 pasti saya akan memberikan dgn tulus😡😡bukan nya dirampok bos😡😡😡,8,8,2024,13,6,18
gilang nur,1,2024-08-08 11:35:15,Bahkan saya tidak punya apl ini tpi knapa saldo sya ilang .. karna byar traksaksi le bukalapak penipu,8,8,2024,11,35,15
Din Hunter,1,2024-08-08 11:01:17,"Jelek dah gitu aja, jauh dibanding sopi",8,8,2024,11,1,17
Dimas,1,2024-08-08 06:56:55,Sulit dan rumitnya hanya sekedar mengganti nomor hp yang sudah terdaftar dengan nomor hp baru di bukalapak. RIBET...!!!,8,8,2024,6,56,55
mimin sasmita,5,2024-08-08 05:28:34,Semoga bermanfaat buat sy dan yg punya aplikasi ini semoga Bukalapak berjaya selalu,8,8,2024,5,28,34
ALFACHRIZAL Ambonese,1,2024-08-08 04:47:13,Bertahun tahun pake BukaLapak baru kali ini saya kecewa,8,8,2024,4,47,13
irsan ginting,1,2024-08-08 04:23:22,Ini situs penipuan..saya belanja baru di bilang barang saya hilang.di klaim sampai 1 bulan setengah uang pengembalian belanja saya tidak kunjung d pulangkan...tidak ada bertanggung jawab pihak buka lapaknya,8,8,2024,4,23,22
Sujono,5,2024-08-08 03:23:16,Mantap,8,8,2024,3,23,16
Joko Herbal,5,2024-08-08 02:40:02,Kenapa limit paylater tidak bisa di pakai ya,8,8,2024,2,40,2
geolick 5150,5,2024-08-08 00:02:14,Buka Lapak Paylater sdh tdk aktif kah ?,8,8,2024,0,2,14
Emak ngeyoutube,1,2024-08-07 18:08:13,"Respon nya lambat,udah beberapa hari kirim uang tapi diproses trus saldo kepotong uangnya entah kemana,tlong kepada pihak buka lapak agar tidak merugikan mitra dan jangan sampai ada pengaduan ke pihak berwajib y",7,8,2024,18,8,13
Acuy Teaning,1,2024-08-07 17:06:02,Terlalu banyak fitur jadi pusing mau belanja juga untuk pengguna baru gak ada promo2 yang menarik lagi gak kaya apk sebelah,7,8,2024,17,6,2
Ternak Klinci,2,2024-08-07 16:11:47,Makin kesini makin gada potongan/focher payah,7,8,2024,16,11,47
Natanael Riyadi,1,2024-08-07 14:31:25,"Makin lama bukannya makin lebih baik, tp makin lama makin sangat tdk baik, tempo hari masih bisa melakukan pembayaran dengan virtual account bank OCBC NISP, skrg malah dihilangkan, jk dlm wkt dekat pembayaran lewat virtual account bank OCBC NISP tetap tidak bisa, maka apj Bukalapak akan sy uninstal, sbb gak guna lagi",7,8,2024,14,31,25
Fajar Riri,1,2024-08-07 13:37:05,Di buka malah masuknha ke prakerja terus,7,8,2024,13,37,5
Pengguna Google,5,2024-08-07 11:52:50,Mantap dan amanah.. Semoga makin jaya 😊👍🙏,7,8,2024,11,52,50
Munaro Saytona,2,2024-08-07 09:23:57,"Pilihan barang banyak, tapi ketika ada barang rusak setelah terima barang dan kemudian dibuka terlihat langsung cacat meskipun dengan di video. Seller gak mau respon. Klaim asuransi pun sulit.",7,8,2024,9,23,57
Siswanto Anto,5,2024-08-07 09:09:47,Joss gandos,7,8,2024,9,9,47
Yan Natanael,1,2024-08-07 09:03:09,Min min.. org niat baik mau jualann aja di tolak,7,8,2024,9,3,9
fit Run,1,2024-08-07 08:05:06,"SEKARANG SEPI jualan dibukalapak,,udah 4 tahun gak ada pesanan satu pun udah promoted push pun gak laku2,,dulu tahun 2015 tiap hari ada satu atau dua pesanan pasti ada aja,,sekarang sama sekali gak ada pesanan ,,udah gak pada pake BL kali yaa diHP nya sekarang jamanny tiktok",7,8,2024,8,5,6
nana nashiruddin,5,2024-08-07 08:03:23,"cepet sampainya. barang mantaf , rapih dan presisi.",7,8,2024,8,3,23
Gatot Supriyanto,5,2024-08-07 07:46:32,Oke rekomended,7,8,2024,7,46,32
shironeko oo,1,2024-08-07 07:46:29,"Tanpa ada pemberitahuan dan pejelasan tiba² paylater by kredivo tidak bisa di gunakan, minimal di kasih pemberitahuan atau penjelasan. Di halaman depan limitnya sudah hilang tpi di bagian profil limitnya masih ada kan jadi bingung ini fiturnya udh benran di hapus atau gimna. Di tambah ini apk gak ada cs aktif yg bisa di hubungi, hancur sudah ini apk. Bukannya berbenah ini apk makin lama makin hancur, tokped aja udh ngasih gratis ongkir buat nyaingin shope ini apk gak ada berbenah.",7,8,2024,7,46,29
Ismail Likin park,5,2024-08-07 07:04:49,mentapp ngab,7,8,2024,7,4,49
Carlotha Nalenan,5,2024-08-07 02:59:53,Ibu Otha Lay,7,8,2024,2,59,53
Ratis Wibowo,5,2024-08-07 01:28:29,Bisa membantu,7,8,2024,1,28,29
Arex Seephylliz,5,2024-08-07 01:16:48,mantap,7,8,2024,1,16,48
Mansur Ali,5,2024-08-06 19:33:28,"Bukalapak kembalikan uang saya ,ini apk penipuan",6,8,2024,19,33,28
Satrio Jalu,1,2024-08-06 18:46:33,"Saya tidak melakukan apapun kenapa saldo dana saya sejumlah 209.000 kepotong dengan alasan melakukan transaksi ya padahal saya tidak melakukan transaksi apapun😡😡, ditunggu etikad baiknya karena telah merugikan banyak orang",6,8,2024,18,46,33
Ihsan Arbianto,1,2024-08-06 16:35:05,Saldo di akun dana saya di potong bukalapak padahal saya gk pernah menggunakn aplikasi bukalapak. Kembalikan saldo dana saya.,6,8,2024,16,35,5
Andi Lala,5,2024-08-06 16:26:56,Good,6,8,2024,16,26,56
Irfan Cahya,1,2024-08-06 16:16:23,Vocher ga bisa di pakek mending ga usah pakek vocher sekalian ..buruk sekalee,6,8,2024,16,16,23
Irwana Rosmana,5,2024-08-06 15:43:25,Sangat memuaskan,6,8,2024,15,43,25
Taufi Azis,1,2024-08-06 14:56:04,"Aplikasi rentan hack. Sangat disayangkan akun saya sudah bertahun tahun tidak aktif tiba tiba ada transaksi yang menguras saldo saya hampir 1jt, Mohon email saya bisa segera di reply",6,8,2024,14,56,4
Fawwaz Hafidz,5,2024-08-06 13:56:31,Berkibarlah Bukalapak untuk indonesia,6,8,2024,13,56,31
Edy Aries,5,2024-08-06 10:52:40,"Pengiriman cepat ada gratis Ongkir nya, barang pasti aman.",6,8,2024,10,52,40
Sozazkiy Family,5,2024-08-06 10:18:47,"Kenapa akun paylater by kredivo saya tidak bisa digunakan sudah cukup lama saya tidak bisa menggunakannya padahal saya tidak ada cicilan diakun bukalapak, dan tidak ada fitur live chat dengan pihak bukalapak.",6,8,2024,10,18,47
DUL X OFFICIAL,1,2024-08-06 09:05:16,"Saya gak merasa belanja di aplikasi ini, tapi tiba tiba saldo dana saya di tarik ke aplikasi ini, di riwayat transaksi keteranganya belanja",6,8,2024,9,5,16
Donny Asmon,5,2024-08-06 06:17:04,Selalu ingat promo. BL... 👍👍,6,8,2024,6,17,4
Maemuna Muna,1,2024-08-06 05:26:21,saldo di akun dana sy hilang sebesar 1.499000,6,8,2024,5,26,21
deny fakhruddin,5,2024-08-06 05:12:45,joss mantap,6,8,2024,5,12,45
Rocky,1,2024-08-06 04:03:53,Ancur2an emang,6,8,2024,4,3,53
Rasita Usman,5,2024-08-06 01:34:50,"Selama berlangganan dgn Bukalapak belum pernah merasa kecewa, semoga TIDAK PERNAH KECEWA SELAMANYA. Aamiin. 🤲🙏 Ada sedikit kecewa saat membeli EASY LAZ, ternyata cuma dikirim batangan timah, mohon pelapak tsb jangan direkomendasikan lagi oleh BUKALAPAK. Mohon maaf sebelumnya 🙏🙏🙏",6,8,2024,1,34,50
daulat djoenaedi,5,2024-08-06 00:52:22,Ok,6,8,2024,0,52,22
malaikat subuh,1,2024-08-06 00:01:41,Sudah berkali kali dirugikan bukalapak.. ratusan ribu... ada transaksi masuk tidak dapat notifikasi apa apa.. jadi batal otomatis...,6,8,2024,0,1,41
Dar Manto,5,2024-08-05 14:13:08,Sangat bermanfaat,5,8,2024,14,13,8
Adi Jaya,5,2024-08-05 13:04:02,Sangat membantu,5,8,2024,13,4,2
septian Ramdhani,5,2024-08-05 10:10:36,Di update malah gada paylater nya,5,8,2024,10,10,36
Asep Lesmana,1,2024-08-05 09:49:50,Sepi gk ada penjual,5,8,2024,9,49,50
S Atmo,2,2024-08-05 08:00:54,"paylater kredivo sudah tidak bisa digunakan bahkan hilang dari aplikasi Bukalapak, dan buruknya tidak ada pemberitahuan sebelumnya, bagaimana sih Bukalapak ini",5,8,2024,8,0,54
Sangsang Akut,3,2024-08-05 04:06:15,Kena di dana Saya transaksi ke Bukalapak padahal saya tidak pesen dan transaksi sendiri,5,8,2024,4,6,15
Vinsensius Jhon,1,2024-08-05 03:58:41,Baru tau saya kalau akun tidak pernah di gunakan di nonaktifkan.. Padahal saya masih ada dana di reksadana saya.. Dan itu hilang bwgitu saja.. Padahal di aplikasi lain yang serupa saya masih dapat membukanya dan saldo saya masih tersimpan.. Sungguh saya merasa dirugikan...,5,8,2024,3,58,41
Aspi 263,4,2024-08-05 00:18:33,"Aplikasi lumayan bagus dan barang pencarian lumayan lengkap,, recomend lh..👍👍",5,8,2024,0,18,33
putra nugraha,5,2024-08-04 11:51:20,Mantappppp .....👍👍👍👍👍,4,8,2024,11,51,20
Ani Suryani,5,2024-08-04 05:49:01,Amat sangat membantu dalam proses pembelanjaan yang saya mau... terimakasih,4,8,2024,5,49,1
Bayanaka Fx,1,2024-08-04 03:27:34,"Aplikasi t0lol emg, ribet bgt chat cs aja ribet, daftar pelapak ribet, semuanya ribet pantesan harga sahamnya 200 perak kinerja nya ancur",4,8,2024,3,27,34
Bayu Anggara (Bayu),1,2024-08-04 01:40:15,Apk apa ga bisa cod,4,8,2024,1,40,15
Risma Bungadesa,2,2024-08-04 01:22:54,"Payletter nya gak bisa di pakai, baik belanja barang maupun pulsa/Quota",4,8,2024,1,22,54
Shehan Shehan,5,2024-08-03 18:30:38,Ko gak bisa login make facebook lgi gmn si,3,8,2024,18,30,38
Ahmad Muhammad,1,2024-08-03 17:29:00,"Akun saya kenapa dinonaktifkan sejak 21 Juli, sampe sekarang gk bisa login, uang dari hasil penjualan saya semua nya mau di korupsi sama Bukalapak? Ternyata GK aman di Bukalapak mah, gk kayak di shopee. Hati-hati saldo hasil penjualan anda bisa di korupsi sama Bukalapak dengan cara dinonaktifkan akunnya. Saya sampaikan kepada Bukalapak, anda mafia kelas kakap!!! Makan tu uang haram!!!",3,8,2024,17,29,0
Riyadi Fajar,5,2024-08-03 16:44:13,Tetap ditingkatkan kualitas dan keamanannya,3,8,2024,16,44,13
Annisa aulia,3,2024-08-03 14:22:16,Kok sekarang transaksi pake bank btn gak bisa min,3,8,2024,14,22,16
Booy Sandy,1,2024-08-03 11:41:26,Semakin jauhhhhhhh ketinggalan!!,3,8,2024,11,41,26
Mo Nyet,5,2024-08-03 11:32:05,"mau cetak resi BUKASEND gak bisa, dikasih masukan cuma ha he ha he aja. Perbaiki aplikasinya, kalo gak niat mending jual aja aplikasinya ke SHOPEE",3,8,2024,11,32,5
pandutitech,2,2024-08-03 04:59:09,2024 saya harus mengakhiri jualan di BukaLapak. 1) Akun saya dibekukan tanpa alasan yg pasti. 2) potongan penjualan sangat besar untuk kategori sepeda (sparepart & aksesoris) Terima kasih atas kenangannya. Saya jualan dari 2013 s/d mei 2024.,3,8,2024,4,59,9
me abdurrachman,5,2024-08-03 03:08:04,Mantap,3,8,2024,3,8,4
Affiex Chwapp,1,2024-08-03 03:05:13,"Kenapa akun saya dinonaktifkan? Saya masih punya saldo disana, mau saya ambil, tapi saat masuk akun saya dinonaktifkan",3,8,2024,3,5,13
Ramda Fasca,1,2024-08-03 02:26:35,"Saya transaksi kirim uang nominal 1jt saldo terpotong, keterangan di aplikasi transaksi kadaluarsa, di komplen lewat CS tidak ada tanggapan sekali. Hati hati dengan aplikasi ini.",3,8,2024,2,26,35
Rudy Wong,2,2024-08-03 01:31:19,Skarang paylater nya udah ga ada....jadi ga belanja lagi aach d aplikasi ini...pindah k sebelah aja....TRIms,3,8,2024,1,31,19
Azmi Maulana,1,2024-08-02 22:20:14,Apk maling ini,2,8,2024,22,20,14
Ramon Nawaisya,4,2024-08-02 19:33:06,Sangat bermanfaat,2,8,2024,19,33,6
Iwa Hertiwa,5,2024-08-02 17:27:28,Sangat ok aplikasi belanja online,2,8,2024,17,27,28
Catur Obay,5,2024-08-02 16:39:31,Mantap,2,8,2024,16,39,31
never ags79,5,2024-08-02 14:50:36,Belanja mudah dan koplit,2,8,2024,14,50,36
Puput Tyn,5,2024-08-02 14:27:37,Aplikasi yang sangat membantu,2,8,2024,14,27,37
Pengguna Google,5,2024-08-02 13:13:52,SANGAT KECEWA...,2,8,2024,13,13,52
Gerai Shabrina,1,2024-08-02 10:50:45,APLIKASI BURUK....,2,8,2024,10,50,45
mediana leo2,5,2024-08-02 10:36:22,Mantqp,2,8,2024,10,36,22
Risa Miranti,3,2024-08-02 08:30:38,"Makin kesini koq makin kesana yak, Paylater Error, ya sudah. END,ga bakalan belanja di bl lagi dah,,,BYE",2,8,2024,8,30,38
bowo jazz,1,2024-08-02 05:45:28,"Ga punya tagihan,pas mau pake paylater,ga bisa di pake,mau komplain ga ada ruang buat komplain,karena paylater cuma numpang di bukalapak",2,8,2024,5,45,28
Fahrul Razi,1,2024-08-02 04:06:18,Saya tidak dapat upload barang yang rusak pas saya buat pengajuan komplain,2,8,2024,4,6,18
iyon pluss TV,4,2024-08-02 01:07:48,"Pembayaran dengan dana eror , mohon di perbaiki",2,8,2024,1,7,48
Tauhid Abadi,5,2024-08-02 00:28:42,smkin mantap pokonya buka lapak,2,8,2024,0,28,42
Deddy Surya,1,2024-08-02 00:16:33,Parah g kaya dlu,2,8,2024,0,16,33
Tamrin Afdal,3,2024-08-01 20:25:57,Salado di bekekan tanpa sebab..,1,8,2024,20,25,57
QUWENSYA kasui pasar,1,2024-08-01 16:37:39,Malah semakin gak jelas buka lapak paylater gak bisa dipakai lagi walaupun limit masih aktif. Udah lima bulan bertahan masih juga gak berfungsi paylater nya . Semakin gak jelas males mempertahan kan nya .,1,8,2024,16,37,39
KICAU Mania,5,2024-08-01 14:03:46,Mantap,1,8,2024,14,3,46
Saderi Saderi,5,2024-08-01 13:31:14,"Oke mantap, semakin lengkap.",1,8,2024,13,31,14
Radza,1,2024-08-01 11:36:45,GK dapat gratis ongkir,1,8,2024,11,36,45
Google Review,1,2024-08-01 09:10:43,"Lagi scrol belanjaan, ehh iklan muncul nutupin layar, nyebelin, MENGGANGGU. HAPUS gak suka saya lagi pilih2 barang iklan promo muncul. Bukannya pembeli skrg bayar jasa aplikasi, bukan makin nyaman malah ngeselin.",1,8,2024,9,10,43
Wahyu Donald,5,2024-08-01 08:12:12,amanah,1,8,2024,8,12,12
didik bambang,5,2024-08-01 06:12:30,Mudah unt bayar2 tagihan juga disini,1,8,2024,6,12,30
Triadi Saputra,5,2024-08-01 04:32:02,Ok siip mantap,1,8,2024,4,32,2
Musolih,2,2024-07-31 23:01:50,Terlalu gede biaya apk nya saat pakai apk,31,7,2024,23,1,50
Baja Yana,5,2024-07-31 22:22:33,Bagus,31,7,2024,22,22,33
Chandra Septika,1,2024-07-31 19:58:45,Paylater by kredivonya bangkrut kayanya .udah nggk bisa di pake Saya terpaksa uninstal buka lapaknya,31,7,2024,19,58,45
IS LEGOS WAK IS,5,2024-07-31 17:47:05,Bk lapak emang mantap terpercaya! Sangat baik di masa sd saat ini,31,7,2024,17,47,5
Andiirawan,5,2024-07-31 15:58:07,Oke,31,7,2024,15,58,7
Yogi Kusumah,1,2024-07-31 15:13:22,Ada transaksi tidak di kenal sehingga mengambil saldo dana saya. Apa kah bisa di kembalikan saldo dana saya ?,31,7,2024,15,13,22
1001 Cara,2,2024-07-31 14:41:03,"Enak limit paylater bisa di gunakan untuk keperluan mendesak, Limit tidak dapat di gunakan lagi yang Rp 500.000",31,7,2024,14,41,3
jajang Roberto,1,2024-07-31 13:27:08,Dan ternyata paylater sudah tdk bisa digunakan.. Parah,31,7,2024,13,27,8
Rizki Virda Arafat,5,2024-07-31 11:10:05,Teruma kasih,31,7,2024,11,10,5
Opick Rahmat,1,2024-07-31 10:42:33,"Paylater dah g bisa dipake, kecewa banget.",31,7,2024,10,42,33
Irham tahir Giso,3,2024-07-31 08:47:16,Semoga Bukalapak memberikan pelayanan terbaik,31,7,2024,8,47,16
Dian Aryanto,1,2024-07-31 08:21:46,"Sangat kecewa,CS nya tidak bertanggung jawab sama sekali,saldo saya bisa hilang dan masuk ke transaksi bukalapak,setelah saya laporkan pihak bukalapak tidak bertanggung jawab",31,7,2024,8,21,46
Sanudin,5,2024-07-31 07:29:31,Memuaskan,31,7,2024,7,29,31
Alfia Hasani,1,2024-07-31 07:08:45,"Korban penipuan. Isi saldo 135 di vc sama orang katanya barang otw kok saldonya langsung hilang. Hati"" yang pakai apk ini",31,7,2024,7,8,45
Dora Emon,1,2024-07-31 05:53:51,"Akun ku kena bajak baru isi ulang dana uangnya langsung kekirim padahal saya tidak beli apapun, terus saya laporkan gak ada kabar fiks",31,7,2024,5,53,51
Abdul Kholik,1,2024-07-31 05:41:33,"Percuma di update, klo paylter tidak bisa di gunakan sama sekali",31,7,2024,5,41,33
Ridho Ilahi,5,2024-07-31 04:48:28,Bagus,31,7,2024,4,48,28
Yahmun,1,2024-07-31 04:10:01,Bayar pakai paylater.mahal bunganya.belanja 20rb.bayar 20rb,31,7,2024,4,10,1
arfan kurnianto,1,2024-07-31 04:05:56,Pelit ongkir,31,7,2024,4,5,56
Sunarto Narto,5,2024-07-31 00:34:11,Mantap,31,7,2024,0,34,11
danil Kusuma,5,2024-07-30 23:08:41,mantuuullll,30,7,2024,23,8,41
khoirul anam,5,2024-07-30 21:32:05,"Aplikasinya bagus , harga juga bersaing",30,7,2024,21,32,5
Aditiya D.C,1,2024-07-30 20:07:43,"Aplikasi sarang penipu bertransaksi ,aku gak pernah buat akun buka lapak ,malah kena tipu dan saldo dana saya terhubung ke bukalapak dan transaksi sendiri ,dengan top up saldo ovo sekitar 1.650.000 jta hapus sekarang akun dana dan bukalapak gak aman asli gak aman ,kok bis top up saldo bukalapak dan bertransaksi, tanpa bukalapak nya belum verivikasi ktp dan biodata dan bisa menghubung kan ke akun dana asli sarang penipu mencuci uang nya",30,7,2024,20,7,43
Widya Tio,1,2024-07-30 19:31:02,"Aplikasi apaan ini,tidak bisa mengisi formulir alamat pengiriman, bagaimana ini...jgn sampai pada kecewa",30,7,2024,19,31,2
Dwi Putra,5,2024-07-30 15:56:07,Aplikasi bukalapak ini udh sepi sama voucher gratis ongkos kirim dan voucher diskon promo nya udh sepi semua,30,7,2024,15,56,7
Arafat Almasyi,5,2024-07-30 10:33:07,Juos,30,7,2024,10,33,7
Mans Gaming,5,2024-07-30 10:24:31,Mantap,30,7,2024,10,24,31
Mustaghitsatun Nadia,5,2024-07-30 09:33:42,positif,30,7,2024,9,33,42
Yudistira Pratama,5,2024-07-30 08:33:28,Mantap jiwa,30,7,2024,8,33,28
Ahmad Fauzia R,5,2024-07-30 08:12:32,Tolong perbaiki banyak vocer gak bisa digunakan,30,7,2024,8,12,32
Arga Lingga,1,2024-07-30 07:51:54,"Saya kecewa dengan perusahaan ini. Karena uang saya hilang waktu saya mengisi saldo. Waktu itu saldo masih masuk ke akun ini. Namun setelah istimasi satu jam, tiba-tiba saya tidak bisa melakukan login. Alasannya ""akun tidak aktif"" Saya coba daftar lagi, malah dibilangin akun sudah terdaftar. Anih membuat saya pusing. Tolong uang saya dikembalikan. Ini saya punya bukti, karena semua di screenshot.",30,7,2024,7,51,54
Bayu Mukti wibowo,5,2024-07-30 07:22:40,Mantap. Sangat membantu dalam mencari barang kebutuhan..,30,7,2024,7,22,40
Rio Thegiel,1,2024-07-30 05:43:57,"Saya sangat kecewa,,, dimana saldo di akun dana hilang dan pihak DANA DAN BUKALAPAK TIDAK BERTANGGUNG JAWAB SAMA SEKALI,, BERALASAN AKUN SAYA TIDAK TERSEDIA, KALAU TIDAK TERSEDIA KENAPA BISA TERHUBUNG DI BUKALAPAK ANEH TAPI NYATA 😭😭😭",30,7,2024,5,43,57
Reza Muhammad,5,2024-07-30 05:24:55,Senang belanja di sini,30,7,2024,5,24,55
Abhy Billah,1,2024-07-30 03:42:40,J&T itu mau bangkrut kenapa pengiriman harus di wajibkan ada J&Tnya?,30,7,2024,3,42,40
MUHAEFIN,5,2024-07-30 01:38:20,"Saldo di akun DANA saya hilang sejumlah 2.055.556 jta padahal saya tidak pernah melakukan transaksi tersebut di bukalapak , saya sangat di rugikan , jiga saldo saya tak kunjung kembali saya akan laporkan ke pihak yang berwajib",30,7,2024,1,38,20
Harisko Wijaya,2,2024-07-29 17:58:29,Kembalikan saldo dana saya,29,7,2024,17,58,29
vivi pattiasina,5,2024-07-29 16:15:35,Luar biasa 👍🏼👍🏼,29,7,2024,16,15,35
Hafiez Ozzora,1,2024-07-29 14:23:44,paylater nya gak mau tolong diperbaikin masa Gangguan terus memurus....🤬🤬😡😡,29,7,2024,14,23,44
Asep Suryadi,1,2024-07-29 13:40:57,"Saldo refound gak bisa ditarik,, tambah rek penarikan kode otp ga masuk masuk ke inbox email,,",29,7,2024,13,40,57
Siti Rah,1,2024-07-29 10:33:57,Ok,29,7,2024,10,33,57
Ahmed Fauzul,1,2024-07-29 10:30:27,live chat nya kaya robot . mana susah konek lagi ga memberikan solusi yang jelas . aplikasi ga bisa input resi manual .,29,7,2024,10,30,27
Hamzani Harun,5,2024-07-29 07:38:56,recommended,29,7,2024,7,38,56
Manhuri,5,2024-07-29 07:25:29,kapok....,29,7,2024,7,25,29
Projo Hantoro,5,2024-07-29 05:14:19,Belanja jd makin mudah murah Sekarang...,29,7,2024,5,14,19
Febri Tri Hartono,1,2024-07-29 03:39:01,Saatnya UNINSTAL Bukalapak ! Bukalapak Guplak !!! Koneksi internet yang seperti apa yang KAU butuhkan ???,29,7,2024,3,39,1
candhra trisetyoko,5,2024-07-29 03:30:04,Mantul,29,7,2024,3,30,4
Samuel Perdana,5,2024-07-29 03:27:05,"Semua barang yang kita cari semua ada disini, kiriman sesuai dengan keinginan kita, pelayanannya memuaskan 👍👍👍👍",29,7,2024,3,27,5
Supriyadi Vlog,5,2024-07-29 02:40:05,Aplikasi mantab,29,7,2024,2,40,5
akhmad gerink,1,2024-07-29 02:08:23,Paylater ny gak bisa d gunakan padahal gak pernah telat bahkan seblm jatuh tempo sudah bayar,29,7,2024,2,8,23
M DONI SAPUTRA NASUTION,5,2024-07-29 02:04:41,Good,29,7,2024,2,4,41
Dimas Hayudi,5,2024-07-28 23:41:35,Hanya ini yang mau saya sampaikan 👍 Trima kasih Bukalapak.,28,7,2024,23,41,35
KRRISH,5,2024-07-28 21:03:18,"Kenapa akunku yang sudah lama terdaftar gk d hapus otomatis aja, karena nomer nya sudah hilang. Bgmn jika paylaternya d salahgunakan sm org lain😢mau login tp lupa nomernya",28,7,2024,21,3,18
anthony nicotta,1,2024-07-28 12:57:44,"Ongkirnya mahal, pantesan orang gak mau belanja disini. Mendingan yg oyen, ada garansi pesanan terlambat..keren. Ini sih tinggal tunggu waktu tutup permanen 😂",28,7,2024,12,57,44
WAHYU MALANG SELATAN,5,2024-07-28 12:41:30,Mantap,28,7,2024,12,41,30
Chandra,1,2024-07-28 12:41:02,Cuma BUKAKAPOK yg ga ada gratis ongkir. Jadi males belanja disini.,28,7,2024,12,41,2
